msk_mth_since_last_limit_review,msk_age,msk_bank_tenor,target
19.0,53.0,360.0,0
24.0,37.5,219.0,1
47.0,53.5,255.0,0
59.0,41.0,249.0,0
181.0,51.5,413.0,0
2.0,40.0,223.0,0
7.0,43.0,269.0,0
38.0,58.5,372.0,0
134.0,49.0,313.0,0
8.0,64.0,444.0,0
38.0,57.0,328.0,0
46.0,41.0,56.0,0
17.0,77.0,364.0,1
9.0,54.5,420.0,1
24.0,35.0,242.0,0
11.0,53.0,23.0,0
13.0,49.5,247.0,0
44.0,44.0,248.0,0
12.0,52.0,258.0,0
2.0,36.0,245.0,0
19.0,47.0,347.0,0
7.0,36.0,139.0,0
56.0,63.0,272.0,0
9.0,36.5,97.0,0
78.0,49.5,218.0,0
14.0,65.5,307.0,0
133.0,47.5,265.0,0
37.0,29.0,82.0,0
7.0,36.0,245.0,0
3.0,57.0,320.0,0
0.0,43.0,307.0,0
31.0,38.5,277.0,0
51.0,72.0,272.0,0
17.0,48.0,159.0,0
78.0,45.0,332.0,0
33.0,55.0,169.0,0
4.0,41.0,153.0,0
16.0,43.5,308.0,0
33.0,55.0,290.0,0
56.0,53.0,392.0,0
96.0,38.5,248.0,0
11.0,45.5,255.0,0
7.0,57.0,302.0,0
50.0,68.5,231.0,0
21.0,25.0,106.0,0
19.0,58.0,387.0,0
66.0,37.0,302.0,0
60.0,38.0,233.0,0
98.0,47.0,379.0,0
66.0,47.0,318.0,0
19.0,52.5,269.0,0
12.0,43.0,15.0,0
171.0,65.5,411.0,0
25.0,46.0,100.0,0
2.0,49.0,186.0,0
12.0,43.0,243.0,0
2.0,46.0,21.0,0
19.0,61.0,379.0,0
32.0,54.0,79.0,0
100.0,59.0,240.0,0
5.0,35.5,235.0,0
16.0,38.5,186.0,0
0.0,43.0,105.0,0
21.0,61.5,324.0,0
2.0,55.0,333.0,0
1.0,44.0,259.0,0
119.0,35.0,206.0,0
9.0,29.0,156.0,0
45.0,33.0,183.0,0
41.0,34.0,184.0,0
6.0,42.0,256.0,0
1.0,31.5,195.0,0
7.0,48.0,10.0,0
65.0,68.0,375.0,0
2.0,38.0,256.0,0
21.0,34.5,193.0,0
84.0,35.0,115.0,0
60.0,32.0,172.0,0
16.0,33.0,241.0,0
39.0,49.5,347.0,0
33.0,27.5,116.0,0
31.0,36.0,232.0,0
7.0,39.0,290.0,0
52.0,31.0,203.0,0
3.0,32.5,241.0,1
0.0,28.0,185.0,0
44.0,57.0,327.0,0
46.0,40.0,242.0,0
9.0,41.5,311.0,0
19.0,45.0,63.0,0
7.0,25.0,66.0,0
42.0,52.0,344.0,0
28.0,33.0,232.0,1
11.0,52.5,369.0,0
65.0,66.0,191.0,0
0.0,38.0,220.0,1
30.0,44.0,261.0,0
3.0,46.0,231.0,0
1.0,61.0,371.0,0
6.0,28.0,66.0,1
11.0,45.0,217.0,0
14.0,39.5,277.0,0
9.0,59.0,321.0,0
7.0,24.0,98.0,0
44.0,48.0,289.0,0
70.0,39.0,263.0,0
12.0,52.5,249.0,0
8.0,57.0,405.0,0
8.0,43.0,29.0,0
130.0,46.0,359.0,0
24.0,38.0,49.0,0
48.0,65.0,438.0,0
3.0,27.5,140.0,0
137.0,71.0,422.0,0
0.0,50.0,307.0,0
43.0,28.5,159.0,0
21.0,38.5,296.0,0
125.0,43.5,296.0,0
2.0,35.5,188.0,0
158.0,68.5,481.0,0
5.0,38.5,286.0,0
19.0,54.0,375.0,0
135.0,60.0,323.0,0
2.0,24.0,58.0,0
46.0,32.0,51.0,0
19.0,40.5,75.0,0
4.0,29.0,147.0,0
48.0,30.0,147.0,0
8.0,54.5,222.0,0
30.0,68.0,319.0,0
65.0,43.0,258.0,0
42.0,43.0,285.0,0
1.0,53.5,72.0,0
99.0,41.5,296.0,0
19.0,57.5,357.0,0
22.0,45.5,131.0,0
0.0,46.0,328.0,0
56.0,30.0,60.0,0
12.0,36.5,36.0,0
15.0,29.5,114.0,0
23.0,29.0,201.0,0
2.0,42.0,112.0,1
5.0,64.0,359.0,0
9.0,48.0,239.0,0
6.0,59.0,280.0,0
94.0,54.5,126.0,0
6.0,55.0,375.0,0
22.0,35.5,223.0,0
6.0,41.0,270.0,0
22.0,33.0,63.0,0
25.0,29.0,39.0,0
9.0,38.5,205.0,0
0.0,52.0,335.0,0
0.0,56.0,48.0,0
42.0,32.0,205.0,1
40.0,38.5,295.0,0
0.0,65.0,289.0,0
21.0,44.0,387.0,0
6.0,43.0,282.0,0
2.0,37.0,268.0,0
10.0,29.0,122.0,0
22.0,40.5,297.0,0
77.0,43.0,346.0,0
14.0,25.0,62.0,0
60.0,60.0,334.0,0
56.0,37.5,207.0,0
12.0,43.5,123.0,0
37.0,54.0,85.0,0
110.0,48.5,308.0,0
49.0,61.5,224.0,0
106.0,70.0,292.0,0
17.0,31.0,164.0,0
86.0,70.0,341.0,0
66.0,41.0,293.0,0
2.0,62.0,479.0,0
24.0,49.5,256.0,0
1.0,60.5,376.0,0
6.0,22.5,49.0,1
46.0,45.0,298.0,0
51.0,48.0,425.0,1
2.0,50.0,268.0,0
52.0,35.0,259.0,0
2.0,45.0,341.0,0
3.0,51.0,366.0,0
10.0,48.0,107.0,0
31.0,59.0,298.0,0
82.0,62.0,407.0,0
43.0,51.0,249.0,0
56.0,65.0,312.0,0
10.0,30.5,186.0,0
58.0,46.0,412.0,0
11.0,38.0,258.0,0
47.0,61.5,276.0,0
2.0,61.0,370.0,0
81.0,63.0,391.0,0
31.0,48.0,273.0,0
68.0,35.0,72.0,0
0.0,34.0,265.0,0
38.0,36.5,258.0,1
77.0,54.0,237.0,0
19.0,50.0,67.0,0
65.0,36.0,223.0,0
19.0,25.0,78.0,0
27.0,61.5,44.0,0
4.0,48.0,381.0,0
36.0,59.0,372.0,0
2.0,59.0,209.0,0
42.0,61.5,332.0,0
11.0,45.5,358.0,0
12.0,42.0,272.0,0
4.0,33.5,229.0,0
11.0,42.0,207.0,1
187.0,55.5,343.0,1
44.0,35.0,131.0,0
56.0,36.0,240.0,0
4.0,35.5,287.0,1
12.0,66.0,488.0,0
74.0,46.5,321.0,0
10.0,39.0,277.0,0
14.0,40.0,312.0,0
0.0,33.0,196.0,0
14.0,28.5,86.0,0
19.0,47.0,324.0,0
46.0,51.5,388.0,0
3.0,28.0,112.0,0
12.0,53.0,268.0,0
1.0,32.0,199.0,1
15.0,44.0,256.0,0
28.0,50.5,367.0,0
30.0,55.0,371.0,0
19.0,38.0,54.0,0
18.0,34.0,222.0,0
43.0,59.0,329.0,0
7.0,34.0,233.0,0
67.0,52.0,380.0,0
39.0,62.0,323.0,0
56.0,58.5,396.0,0
2.0,37.0,276.0,0
98.0,30.0,173.0,0
4.0,38.0,247.0,0
31.0,32.0,227.0,0
19.0,37.0,67.0,0
0.0,32.0,154.0,0
10.0,62.0,126.0,0
1.0,50.0,46.0,0
3.0,27.0,12.0,0
10.0,48.0,84.0,0
46.0,52.0,245.0,0
148.0,48.5,297.0,0
171.0,67.5,193.0,0
38.0,61.5,258.0,0
13.0,46.0,322.0,0
1.0,55.5,377.0,0
18.0,35.0,170.0,0
71.0,39.5,331.0,0
8.0,63.0,287.0,0
7.0,45.0,7.0,0
48.0,54.0,288.0,0
56.0,56.0,357.0,0
19.0,41.0,44.0,0
75.0,40.0,222.0,1
19.0,31.0,137.0,0
16.0,36.0,259.0,0
57.0,41.0,238.0,0
1.0,55.0,284.0,0
33.0,51.0,303.0,0
14.0,25.0,57.0,0
23.0,49.5,237.0,0
22.0,29.0,120.0,1
2.0,45.0,281.0,1
23.0,59.0,289.0,0
4.0,27.0,121.0,0
23.0,37.0,245.0,0
19.0,66.5,301.0,0
39.0,52.0,410.0,0
56.0,36.0,290.0,0
19.0,47.5,370.0,0
10.0,36.0,58.0,0
34.0,44.5,178.0,0
3.0,28.5,121.0,0
57.0,54.0,282.0,0
19.0,27.5,118.0,1
0.0,36.5,142.0,0
4.0,37.0,257.0,0
10.0,51.0,114.0,0
34.0,57.5,426.0,0
38.0,34.0,60.0,0
33.0,70.0,407.0,0
2.0,35.5,141.0,0
53.0,37.5,60.0,0
19.0,23.5,86.0,1
19.0,35.0,76.0,0
62.0,39.5,245.0,0
181.0,53.0,379.0,0
19.0,48.5,282.0,1
10.0,32.5,195.0,1
4.0,52.5,302.0,0
45.0,58.0,333.0,0
7.0,42.0,262.0,0
5.0,60.5,374.0,0
56.0,41.5,219.0,0
65.0,40.5,270.0,0
14.0,33.0,195.0,0
19.0,70.0,406.0,0
19.0,34.5,76.0,1
4.0,28.0,195.0,0
22.0,57.0,234.0,0
6.0,47.0,277.0,1
9.0,34.0,30.0,0
8.0,51.0,320.0,0
19.0,39.5,138.0,1
21.0,47.5,256.0,0
47.0,58.0,358.0,0
0.0,35.5,213.0,0
13.0,50.5,271.0,0
10.0,31.0,128.0,0
2.0,49.0,300.0,1
1.0,30.0,165.0,0
5.0,33.5,235.0,1
27.0,42.0,300.0,0
16.0,62.0,161.0,0
23.0,47.0,353.0,0
3.0,50.5,313.0,0
12.0,60.0,385.0,0
19.0,64.0,318.0,0
19.0,59.0,149.0,0
1.0,56.0,391.0,0
0.0,47.0,97.0,0
4.0,36.5,192.0,0
69.0,35.0,202.0,0
7.0,46.0,358.0,0
20.0,66.0,372.0,0
31.0,36.0,221.0,0
5.0,49.0,43.0,0
65.0,66.0,346.0,0
1.0,27.0,88.0,0
30.0,48.0,271.0,0
36.0,63.0,325.0,0
45.0,36.0,248.0,0
19.0,42.0,293.0,0
12.0,50.0,339.0,0
16.0,39.0,288.0,0
7.0,33.0,179.0,0
2.0,54.0,386.0,0
38.0,41.0,297.0,0
2.0,60.0,321.0,0
9.0,56.5,307.0,0
17.0,40.0,268.0,0
19.0,46.0,315.0,0
8.0,59.5,434.0,0
66.0,64.0,417.0,0
37.0,54.5,423.0,0
19.0,45.0,298.0,1
38.0,57.0,439.0,0
19.0,58.5,425.0,0
40.0,49.0,298.0,0
15.0,43.0,222.0,1
19.0,65.0,323.0,0
47.0,36.0,194.0,0
29.0,44.5,286.0,0
56.0,50.0,270.0,0
2.0,32.0,117.0,0
59.0,66.0,338.0,0
20.0,57.0,319.0,0
1.0,59.0,248.0,0
69.0,42.5,86.0,0
142.0,64.0,275.0,0
4.0,35.0,214.0,1
5.0,30.0,135.0,0
23.0,35.0,146.0,0
70.0,34.0,120.0,0
147.0,35.5,195.0,0
13.0,26.5,85.0,0
10.0,55.5,338.0,0
9.0,38.0,339.0,0
51.0,48.5,294.0,0
13.0,55.5,265.0,0
13.0,52.0,335.0,0
50.0,53.0,362.0,0
19.0,35.5,276.0,0
114.0,36.5,208.0,0
3.0,42.0,111.0,0
2.0,43.5,200.0,0
19.0,62.0,292.0,0
7.0,41.5,319.0,0
20.0,47.5,80.0,0
11.0,41.0,335.0,0
2.0,57.5,371.0,0
19.0,53.0,230.0,0
33.0,42.0,308.0,1
20.0,49.0,401.0,0
50.0,49.0,106.0,0
37.0,31.0,204.0,0
26.0,51.0,151.0,0
115.0,51.5,421.0,0
49.0,49.0,193.0,0
28.0,31.0,122.0,0
19.0,56.5,356.0,0
56.0,54.5,327.0,0
19.0,81.0,362.0,0
11.0,40.0,324.0,0
11.0,34.0,209.0,0
33.0,36.5,45.0,0
5.0,45.0,332.0,0
7.0,31.5,107.0,0
5.0,33.5,221.0,0
7.0,36.0,158.0,0
1.0,50.5,366.0,0
96.0,41.0,264.0,0
108.0,59.0,420.0,0
18.0,61.0,414.0,0
27.0,36.0,237.0,0
0.0,47.0,256.0,0
13.0,38.5,260.0,0
32.0,64.5,380.0,0
124.0,33.0,179.0,0
45.0,64.0,409.0,0
61.0,48.5,72.0,0
19.0,59.0,148.0,0
37.0,45.5,297.0,0
2.0,36.0,264.0,0
1.0,56.0,354.0,0
19.0,59.0,441.0,0
10.0,32.5,177.0,0
0.0,53.0,338.0,0
2.0,50.5,273.0,0
59.0,43.0,321.0,0
20.0,52.0,417.0,0
78.0,49.5,184.0,0
11.0,36.5,257.0,1
1.0,58.5,355.0,0
0.0,25.0,54.0,0
44.0,33.0,250.0,0
11.0,37.0,200.0,0
3.0,43.0,246.0,1
19.0,31.0,24.0,0
12.0,52.0,42.0,0
66.0,68.0,324.0,0
36.0,31.0,43.0,1
19.0,40.5,294.0,0
16.0,45.0,153.0,0
10.0,45.0,285.0,0
48.0,37.0,222.0,0
116.0,53.0,277.0,0
14.0,33.5,121.0,0
134.0,66.5,455.0,0
18.0,27.0,122.0,1
3.0,37.0,213.0,0
29.0,53.0,404.0,0
7.0,52.5,254.0,0
18.0,43.0,310.0,0
24.0,32.5,208.0,0
42.0,51.0,262.0,0
10.0,37.0,252.0,0
1.0,34.0,44.0,0
69.0,72.5,311.0,0
39.0,35.0,60.0,0
14.0,32.5,31.0,0
32.0,48.5,60.0,0
41.0,67.0,329.0,0
51.0,60.5,302.0,0
4.0,32.0,110.0,0
48.0,45.5,247.0,0
2.0,28.0,125.0,0
9.0,39.0,247.0,0
45.0,57.5,260.0,0
8.0,60.0,409.0,0
24.0,55.0,206.0,0
35.0,43.5,108.0,0
72.0,45.0,113.0,0
1.0,33.0,38.0,0
48.0,65.0,326.0,0
16.0,30.0,147.0,0
8.0,34.0,104.0,0
12.0,32.0,221.0,0
12.0,25.5,69.0,0
22.0,25.0,76.0,0
22.0,50.5,328.0,0
8.0,56.5,405.0,1
12.0,57.0,22.0,0
0.0,37.5,258.0,0
25.0,55.0,272.0,0
19.0,40.0,281.0,0
1.0,36.0,249.0,0
25.0,52.0,227.0,0
15.0,44.5,327.0,0
19.0,41.0,293.0,0
5.0,33.5,263.0,0
11.0,47.0,289.0,0
38.0,44.0,297.0,0
154.0,54.0,301.0,0
46.0,57.0,321.0,0
123.0,56.0,323.0,0
62.0,62.5,329.0,0
40.0,33.0,247.0,0
6.0,33.0,212.0,0
24.0,41.5,369.0,0
19.0,40.5,166.0,1
14.0,62.0,447.0,0
20.0,38.0,250.0,0
40.0,52.5,252.0,0
7.0,31.0,226.0,0
64.0,43.0,271.0,0
56.0,49.0,267.0,0
8.0,38.5,24.0,0
31.0,55.0,371.0,0
33.0,48.0,99.0,1
12.0,27.5,113.0,0
14.0,28.0,199.0,0
51.0,41.0,284.0,0
19.0,45.0,309.0,0
144.0,88.0,293.0,0
19.0,59.0,383.0,0
66.0,39.0,244.0,0
19.0,41.0,295.0,0
11.0,60.0,123.0,0
19.0,60.0,323.0,1
18.0,40.0,148.0,0
18.0,39.0,240.0,0
48.0,60.5,360.0,0
21.0,63.0,354.0,0
12.0,45.0,328.0,1
20.0,55.5,381.0,0
6.0,34.5,71.0,0
48.0,57.0,365.0,0
0.0,40.0,275.0,0
85.0,73.0,249.0,0
56.0,36.0,217.0,0
4.0,58.0,280.0,0
2.0,58.0,322.0,0
11.0,42.0,325.0,0
22.0,51.5,281.0,0
56.0,64.0,410.0,0
41.0,56.0,207.0,0
9.0,32.0,195.0,0
19.0,24.0,131.0,0
0.0,42.0,271.0,0
2.0,53.0,338.0,0
1.0,42.5,187.0,0
22.0,33.0,216.0,0
25.0,35.5,229.0,0
12.0,53.5,335.0,0
19.0,57.5,287.0,0
16.0,41.5,270.0,0
1.0,28.5,139.0,0
9.0,32.5,195.0,0
19.0,52.0,184.0,0
10.0,43.5,307.0,0
19.0,29.0,62.0,0
58.0,45.0,297.0,1
0.0,28.0,136.0,0
61.0,69.0,567.0,0
44.0,54.0,360.0,0
8.0,28.0,15.0,0
171.0,63.0,369.0,0
20.0,53.0,300.0,0
13.0,48.0,179.0,0
1.0,47.0,218.0,0
12.0,24.0,36.0,0
19.0,30.0,54.0,0
74.0,56.0,376.0,0
49.0,32.0,200.0,0
0.0,62.5,208.0,0
30.0,62.0,312.0,0
30.0,48.5,323.0,0
84.0,56.0,360.0,0
12.0,62.0,117.0,0
91.0,28.5,118.0,0
2.0,26.0,130.0,0
4.0,36.0,64.0,0
2.0,36.0,19.0,0
38.0,70.5,306.0,0
54.0,37.0,289.0,0
59.0,48.0,146.0,0
5.0,51.0,343.0,0
9.0,25.5,63.0,0
72.0,46.0,335.0,0
9.0,33.5,30.0,0
5.0,41.0,318.0,0
35.0,38.5,124.0,0
18.0,57.0,392.0,0
15.0,32.5,45.0,0
19.0,28.0,45.0,0
18.0,35.5,26.0,0
19.0,28.0,27.0,0
62.0,66.5,403.0,0
19.0,32.5,160.0,0
4.0,54.0,340.0,0
12.0,39.5,166.0,0
122.0,50.0,356.0,0
9.0,24.0,58.0,0
12.0,34.0,28.0,0
47.0,58.0,423.0,0
34.0,55.0,309.0,1
15.0,39.5,251.0,0
19.0,53.0,389.0,1
33.0,33.0,198.0,0
9.0,59.5,310.0,0
34.0,70.0,64.0,0
60.0,35.5,72.0,1
9.0,43.5,124.0,1
19.0,28.5,208.0,0
19.0,37.0,171.0,0
1.0,52.0,262.0,0
10.0,31.5,124.0,1
30.0,37.0,154.0,0
64.0,53.0,108.0,0
12.0,50.5,357.0,0
123.0,55.0,337.0,0
7.0,47.0,324.0,0
0.0,35.0,174.0,0
60.0,59.0,435.0,0
23.0,28.0,153.0,0
8.0,53.0,333.0,0
70.0,33.0,81.0,1
10.0,40.5,284.0,0
27.0,37.0,30.0,0
11.0,57.0,417.0,0
0.0,39.0,128.0,0
9.0,51.0,360.0,0
69.0,53.0,331.0,0
17.0,64.5,327.0,0
2.0,19.5,29.0,0
69.0,44.0,278.0,0
12.0,64.0,317.0,0
3.0,64.0,484.0,0
12.0,38.5,256.0,0
32.0,54.0,294.0,0
9.0,56.0,319.0,0
67.0,57.5,446.0,0
17.0,60.0,344.0,0
17.0,34.0,33.0,0
111.0,35.0,234.0,0
2.0,50.0,65.0,0
1.0,32.0,33.0,0
19.0,61.0,354.0,0
19.0,59.5,377.0,1
19.0,31.0,60.0,0
18.0,26.5,100.0,0
45.0,56.0,319.0,0
9.0,51.0,306.0,0
19.0,51.0,253.0,0
57.0,40.5,342.0,0
3.0,25.0,13.0,0
5.0,52.0,263.0,0
38.0,39.0,72.0,0
19.0,36.0,225.0,0
19.0,43.0,250.0,0
40.0,44.5,255.0,0
19.0,31.5,40.0,0
50.0,58.5,328.0,0
2.0,37.5,240.0,0
140.0,39.0,301.0,0
4.0,57.0,322.0,0
2.0,44.0,286.0,0
30.0,53.5,264.0,0
11.0,54.0,279.0,0
2.0,30.0,149.0,0
19.0,50.5,388.0,0
34.0,37.5,259.0,0
133.0,61.0,315.0,0
25.0,40.0,246.0,1
20.0,45.5,118.0,0
12.0,45.0,336.0,0
30.0,43.0,177.0,0
13.0,29.0,57.0,0
4.0,42.0,305.0,0
1.0,41.0,92.0,1
4.0,27.5,147.0,0
1.0,37.5,268.0,0
34.0,58.0,297.0,1
1.0,31.0,140.0,0
14.0,62.0,308.0,0
0.0,33.5,126.0,0
10.0,59.5,144.0,0
3.0,23.5,48.0,1
18.0,38.5,309.0,0
11.0,69.0,332.0,0
0.0,27.0,18.0,0
2.0,58.0,233.0,0
22.0,58.0,335.0,0
34.0,51.0,360.0,0
7.0,46.5,282.0,0
10.0,24.0,61.0,0
13.0,31.5,139.0,0
11.0,33.0,210.0,0
9.0,38.0,249.0,0
11.0,42.0,269.0,0
106.0,38.0,216.0,0
5.0,44.0,365.0,0
4.0,49.0,351.0,0
30.0,34.0,65.0,0
74.0,56.5,261.0,0
13.0,68.5,251.0,0
38.0,60.0,350.0,0
1.0,36.5,228.0,0
0.0,53.0,118.0,0
4.0,60.5,288.0,0
196.0,63.0,410.0,0
5.0,29.5,61.0,0
31.0,58.0,207.0,0
56.0,33.0,190.0,0
59.0,40.5,271.0,0
14.0,55.5,323.0,0
4.0,52.5,62.0,0
19.0,47.5,381.0,0
19.0,46.5,346.0,0
51.0,28.5,85.0,0
5.0,36.0,224.0,0
19.0,59.0,333.0,1
124.0,66.0,478.0,0
8.0,32.0,98.0,0
9.0,37.0,301.0,0
32.0,35.0,262.0,0
67.0,35.0,206.0,0
25.0,54.0,388.0,0
7.0,31.5,73.0,0
22.0,66.0,439.0,0
2.0,61.0,243.0,0
14.0,39.5,181.0,0
22.0,56.0,188.0,0
2.0,27.5,152.0,0
19.0,44.0,285.0,0
1.0,40.5,268.0,0
189.0,60.0,262.0,0
143.0,51.0,324.0,0
47.0,46.0,233.0,0
2.0,46.0,306.0,0
19.0,53.0,242.0,0
10.0,35.5,183.0,0
40.0,56.0,407.0,0
27.0,60.5,360.0,0
58.0,66.0,329.0,0
2.0,45.0,397.0,0
108.0,55.0,385.0,0
2.0,28.0,31.0,0
19.0,48.0,337.0,0
9.0,32.0,164.0,0
139.0,45.0,358.0,0
81.0,55.0,343.0,0
19.0,58.0,318.0,0
6.0,65.0,415.0,0
0.0,42.0,161.0,0
40.0,67.5,387.0,0
21.0,49.0,225.0,0
66.0,32.5,238.0,0
12.0,40.0,295.0,0
46.0,41.0,285.0,0
19.0,40.5,270.0,0
22.0,34.0,116.0,0
22.0,47.0,497.0,0
59.0,35.5,235.0,0
22.0,49.5,359.0,0
18.0,39.5,68.0,0
2.0,34.0,212.0,0
83.0,40.0,242.0,0
19.0,30.0,40.0,0
19.0,60.5,435.0,0
19.0,37.0,134.0,0
19.0,54.5,301.0,0
19.0,30.0,69.0,1
66.0,28.5,99.0,0
15.0,21.5,55.0,0
48.0,28.0,87.0,0
11.0,48.5,283.0,0
87.0,37.0,247.0,0
19.0,41.0,302.0,0
102.0,56.0,381.0,1
108.0,38.0,260.0,0
9.0,40.0,326.0,0
73.0,38.0,218.0,0
19.0,39.0,128.0,0
171.0,41.0,261.0,0
19.0,24.5,118.0,0
45.0,43.0,58.0,0
22.0,29.0,73.0,0
66.0,41.0,69.0,0
40.0,40.0,287.0,0
43.0,28.0,105.0,0
31.0,25.0,41.0,0
16.0,28.5,134.0,0
0.0,29.0,91.0,0
49.0,30.5,198.0,0
39.0,54.0,317.0,0
8.0,26.0,125.0,0
12.0,50.0,246.0,0
18.0,35.5,234.0,0
36.0,33.0,115.0,0
6.0,45.0,291.0,0
2.0,28.0,139.0,0
21.0,34.0,190.0,0
19.0,50.0,160.0,0
61.0,65.0,440.0,0
19.0,35.0,99.0,0
13.0,29.0,122.0,0
4.0,47.5,399.0,0
68.0,33.5,186.0,0
89.0,40.0,177.0,0
3.0,55.5,369.0,0
23.0,65.0,284.0,0
0.0,35.5,126.0,0
32.0,28.5,126.0,0
30.0,47.0,303.0,0
8.0,61.5,456.0,0
6.0,38.0,259.0,0
15.0,30.0,184.0,0
66.0,43.0,230.0,0
19.0,47.5,382.0,0
27.0,38.0,272.0,0
65.0,49.0,68.0,0
7.0,43.5,190.0,0
19.0,26.0,80.0,0
47.0,30.0,130.0,0
47.0,38.0,208.0,0
35.0,41.5,233.0,0
16.0,48.0,300.0,0
49.0,53.0,116.0,0
6.0,38.0,271.0,1
67.0,46.0,169.0,0
19.0,34.0,155.0,0
31.0,50.0,405.0,0
6.0,57.0,382.0,0
55.0,44.5,309.0,0
13.0,35.5,192.0,0
32.0,51.0,296.0,0
3.0,46.0,34.0,0
16.0,63.0,413.0,0
19.0,49.0,359.0,0
4.0,37.0,253.0,0
2.0,37.0,212.0,0
19.0,37.0,222.0,0
18.0,49.0,263.0,0
39.0,56.0,336.0,0
19.0,57.0,245.0,0
17.0,55.0,245.0,0
25.0,33.0,160.0,0
0.0,31.0,188.0,0
19.0,36.0,69.0,0
69.0,60.5,99.0,0
28.0,30.5,134.0,0
32.0,36.5,36.0,0
19.0,34.0,107.0,0
16.0,46.0,320.0,1
32.0,30.0,154.0,0
11.0,36.0,35.0,0
17.0,35.0,266.0,0
88.0,47.5,205.0,0
147.0,38.0,247.0,0
0.0,27.5,178.0,0
22.0,58.0,255.0,0
86.0,69.0,451.0,0
8.0,43.0,320.0,0
